Date,Parent_ASIN,Child_ASIN,Title,SKU,Sessions_Total,Sessions_Total_B2B,Session_Percentage_Total,Session_Percentage_Total_B2B,Page_Views_Total,Page_Views_Total_B2B,Page_Views_Percentage_Total,Page_Views_Percentage_Total_B2B,Featured_Offer_Buy_Box_Percentage,Featured_Offer_Buy_Box_Percentage_B2B,Units_Ordered,Units_Ordered_B2B,Unit_Session_Percentage,Unit_Session_Percentage_B2B,Ordered_Product_Sales,Ordered_Product_Sales_B2B,Total_Order_Items,Total_Order_Items_B2B
2022-01-25,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,107,0,0.029300000000000003,0.0,135,0,0.026699999999999998,0.0,0.9407,0.0,3,0,0.027999999999999997,0.0,49.92,0.0,3,0
2022-01-26,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,103,0,0.0308,0.0,123,0,0.027200000000000002,0.0,0.7561,0.0,4,0,0.0388,0.0,74.88,0.0,4,0
2022-01-27,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,95,0,0.038,0.0,119,0,0.0336,0.0,0.68909999999999993,0.0,5,0,0.0526,0.0,124.8,0.0,5,0
2022-01-28,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,89,0,0.032,0.0,110,0,0.0286,0.0,0.72730000000000006,0.0,4,0,0.0449,0.0,99.84,0.0,4,0
2022-01-29,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,95,0,0.0256,0.0,115,0,0.022400000000000003,0.0,0.80870000000000009,0.0,2,0,0.021099999999999997,0.0,49.92,0.0,2,0
2022-01-30,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,92,0,0.0232,0.0,105,0,0.0192,0.0,0.74290000000000012,0.0,4,0,0.0435,0.0,99.84,0.0,4,0
2022-01-31,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,83,0,0.0278,0.0,108,0,0.026000000000000002,0.0,0.8426,0.0,1,0,0.012,0.0,24.96,0.0,1,0
2022-02-01,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,55,0,0.0212,0.0,68,0,0.0192,0.0,0.73530000000000006,0.0,2,0,0.0364,0.0,49.92,0.0,2,0
2022-02-02,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,76,0,0.0182,0.0,100,0,0.0172,0.0,0.82,0.0,1,0,0.0132,0.0,24.96,0.0,1,0
2022-02-03,B07T5BN3P2,B07T5BN3P2,"SKIN1004 Madagascar Centella Light Cleansing Oil 6.76 fl.oz, 200ml, Pure and Light Oil with Fresh Cleansing Effect, Micellar Cleansing Hypoallergenic Use",,73,0,0.013300000000000001,0.0,94,0,0.0123,0.0,0.81909999999999994,0.0,1,0,0.0137,0.0,24.96,0.0,1,0
